Atualizado em: 2025-08-28
"Aeroporto_Origem_Designador_OACI";"Aeroporto_Origem_Nome_UF_Pais ";"Aeroporto_Destino_Designador_OACI";"Aeroporto_Destino_Nome_UF_Pais";"Etapas_Previstas";"Percentuais_de_Cancelamentos";"Percentuais_de_Atrasos_superiores_a_30_minutos";"Percentuais_de_Atrasos_superiores_a_60_minutos"
"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBPA";"SALGADO FILHO(RS, BRASIL)";"527";"3,42";"11,79";"2,95"
"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBPF";"LAURO KURTZ(RS, BRASIL)";"45";"0";"8,89";"6,67"
"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBPJ";"BRIGADEIRO LYSIAS RODRIGUES(TO, BRASIL)";"94";"0";"6,38";"1,06"
"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBPK";"PELOTAS(RS, BRASIL)";"26";"0";"0";"0"
"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBPL";"SENADOR NILO COELHO(PE, BRASIL)";"89";"0";"4,49";"0"
"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBPS";"PORTO SEGURO(BA, BRASIL)";"218";"1,83";"11,68";"5,14"
"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBPV";"GOVERNADOR JORGE TEIXEIRA DE OLIVEIRA(RO, BRASIL)";"62";"0";"16,13";"4,84"
"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBRB";"PLÁCIDO DE CASTRO(AC, BRASIL)";"22";"0";"4,55";"4,55"
"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"461";"0,22";"7,83";"2,39"
"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBRJ";"SANTOS DUMONT(RJ, BRASIL)";"116";"2,59";"6,19";"3,54"
"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBSG";"GOVERNADOR ALUIZIO ALVES(RN, BRASIL)";"217";"0,92";"12,09";"2,79"
"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBSI";"PRESIDENTE JOÃO BATISTA FIGUEIREDO(MT, BRASIL)";"62";"0";"4,84";"3,23"
"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBSL";"MARECHAL CUNHA MACHADO(MA, BRASIL)";"163";"0,61";"8,02";"1,23"
"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBSR";"PROFESSOR ERIBERTO MANOEL REINO(SP, BRASIL)";"62";"0";"8,06";"3,23"
"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"341";"1,76";"11,04";"3,28"
"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBTE";"SENADOR PETRÔNIO PORTELLA(PI, BRASIL)";"102";"0,98";"9,9";"1,98"
"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBUL";"TEN CEL AVIADOR CÉSAR BOMBONATO(MG, BRASIL)";"93";"2,15";"16,48";"5,49"
"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBVC";"GLAUBER DE ANDRADE ROCHA(BA, BRASIL)";"108";"5,56";"10,78";"2,94"
"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBVT";"EURICO DE AGUIAR SALLES(ES, BRASIL)";"267";"1,5";"16,35";"3,04"
"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SCEL";"COMODORO ARTURO MERINO BENÍTEZ INTERNATIONAL AIRPORT(CHILE)";"606";"1,16";"10,18";"5,34"
"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SEQM";"MARISCAL SUCRE INTERNATIONAL AIRPORT(EQUADOR)";"3";"0";"66,67";"33,33"
"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SGAS";"SILVIO PETTIROSSI INTERNATIONAL AIRPORT(PARAGUAI)";"83";"0";"18,07";"9,64"
"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SKBO";"EL DORADO INTERNATIONAL AIRPORT(COLÔMBIA)";"187";"2,14";"16,39";"4,92"
"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SLVR";"VIRU VIRU INTERNATIONAL AIRPORT(BOLÍVIA)";"84";"22,62";"27,69";"9,23"
"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SPJC";"JORGE CHÁVEZ INTERNATIONAL AIRPORT(PERU)";"155";"0";"14,84";"2,58"
"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SULS";"C/C CARLOS A. CURBELO DE LAGUNA DEL SAUCE INTERNATIONAL AIRPORT(URUGUAI)";"9";"0";"22,22";"11,11"
"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SUMU";"CARRASCO GRAL. CESÁREO L. BERISSO INTERNATIONAL AIRPORT(URUGUAI)";"122";"6,56";"27,19";"18,42"
"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"TNCA";"QUEEN BEATRIX INTERNATIONAL AIRPORT(ARUBA)";"13";"0";"15,38";"15,38"
"SBGV";"CORONEL ALTINO MACHADO(MG, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"79";"0";"8,86";"3,8"
"SBHT";"ALTAMIRA(PA, BRASIL)";"SBBE";"INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL)";"31";"6,45";"6,9";"0"
"SBIH";"ITAITUBA(PA, BRASIL)";"SBEG";"EDUARDO GOMES(AM, BRASIL)";"14";"0";"7,14";"0"
"SBIL";"BAHIA - JORGE AMADO(BA, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"40";"5";"7,89";"2,63"
"SBIL";"BAHIA - JORGE AMADO(BA, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"98";"3,06";"10,53";"5,26"
"SBIL";"BAHIA - JORGE AMADO(BA, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"31";"6,45";"3,45";"0"
"SBIL";"BAHIA - JORGE AMADO(BA, BRASIL)";"SBSP";"CONGONHAS(SP, BRASIL)";"66";"1,52";"7,69";"1,54"
"SBIL";"BAHIA - JORGE AMADO(BA, BRASIL)";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"9";"11,11";"0";"0"
"SBIP";"USIMINAS(MG, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"98";"0";"9,18";"4,08"
"SBIZ";"PREFEITO RENATO MOREIRA(MA, BRASIL)";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"31";"0";"0";"0"
"SBIZ";"PREFEITO RENATO MOREIRA(MA, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"20";"0";"0";"0"
"SBIZ";"PREFEITO RENATO MOREIRA(MA, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"51";"1,96";"8";"2"
"SBIZ";"PREFEITO RENATO MOREIRA(MA, BRASIL)";"SBSL";"MARECHAL CUNHA MACHADO(MA, BRASIL)";"31";"3,23";"0";"0"
"SBJA";"REGIONAL SUL(SC, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"46";"10,87";"2,44";"0"
"SBJE";"JERICOACORA(CE, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"13";"0";"0";"0"
"SBJE";"JERICOACORA(CE, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"94";"1,06";"9,68";"4,3"
"SBJI";"JI-PARANÁ(RO, BRASIL)";"SBCY";"MARECHAL RONDON(MT, BRASIL)";"4";"0";"0";"0"
"SBJI";"JI-PARANÁ(RO, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"9";"0";"11,11";"0"
"SBJI";"JI-PARANÁ(RO, BRASIL)";"SBPV";"GOVERNADOR JORGE TEIXEIRA DE OLIVEIRA(RO, BRASIL)";"4";"0";"0";"0"
"SBJP";"PRESIDENTE CASTRO PINTO(PB, BRASIL)";"SAEZ";"MINISTRO PISTARINI INTERNATIONAL AIRPORT (EZEIZA INTERNATIONAL AIRPORT)(ARGENTINA)";"4";"0";"0";"0"
"SBJP";"PRESIDENTE CASTRO PINTO(PB, BRASIL)";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"93";"0";"0";"0"
"SBJP";"PRESIDENTE CASTRO PINTO(PB, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"34";"0";"8,82";"2,94"
"SBJP";"PRESIDENTE CASTRO PINTO(PB, BRASIL)";"SBDN";"PRESIDENTE PRUDENTE(SP, BRASIL)";"4";"0";"0";"0"
"SBJP";"PRESIDENTE CASTRO PINTO(PB, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"74";"0";"4,05";"1,35"
"SBJP";"PRESIDENTE CASTRO PINTO(PB, BRASIL)";"SBGO";"SANTA GENOVEVA/GOIÂNIA(GO, BRASIL)";"4";"0";"0";"0"
"SBJP";"PRESIDENTE CASTRO PINTO(PB, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"159";"0,63";"10,13";"2,53"
"SBJP";"PRESIDENTE CASTRO PINTO(PB, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"33";"6,06";"9,68";"9,68"
"SBJP";"PRESIDENTE CASTRO PINTO(PB, BRASIL)";"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"31";"0";"6,45";"3,23"
"SBJP";"PRESIDENTE CASTRO PINTO(PB, BRASIL)";"SBSP";"CONGONHAS(SP, BRASIL)";"70";"0";"1,43";"1,43"
"SBJP";"PRESIDENTE CASTRO PINTO(PB, BRASIL)";"SBSR";"PROFESSOR ERIBERTO MANOEL REINO(SP, BRASIL)";"5";"0";"0";"0"
"SBJP";"PRESIDENTE CASTRO PINTO(PB, BRASIL)";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"31";"0";"0";"0"
"SBJP";"PRESIDENTE CASTRO PINTO(PB, BRASIL)";"SBUL";"TEN CEL AVIADOR CÉSAR BOMBONATO(MG, BRASIL)";"4";"0";"50";"25"
"SBJP";"PRESIDENTE CASTRO PINTO(PB, BRASIL)";"SBUR";"MÁRIO DE ALMEIDA FRANCO(MG, BRASIL)";"5";"0";"0";"0"
"SBJR";"JACAREPAGUÁ(RJ, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"123";"26,02";"15,38";"10,99"
"SBJR";"JACAREPAGUÁ(RJ, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"76";"21,05";"15";"8,33"
"SBJU";"ORLANDO BEZERRA DE MENEZES(CE, BRASIL)";"SBFZ";"PINTO MARTINS(CE, BRASIL)";"31";"3,23";"3,33";"0"
"SBJU";"ORLANDO BEZERRA DE MENEZES(CE, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"96";"2,08";"3,19";"1,06"
"SBJU";"ORLANDO BEZERRA DE MENEZES(CE, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"24";"0";"4,17";"4,17"
"SBJU";"ORLANDO BEZERRA DE MENEZES(CE, BRASIL)";"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"8";"0";"12,5";"12,5"
"SBJV";"LAURO CARNEIRO DE LOYOLA(SC, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"62";"3,23";"11,67";"3,33"
"SBJV";"LAURO CARNEIRO DE LOYOLA(SC, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"58";"0";"3,45";"3,45"
"SBJV";"LAURO CARNEIRO DE LOYOLA(SC, BRASIL)";"SBSP";"CONGONHAS(SP, BRASIL)";"62";"1,61";"0";"0"
"SBKG";"PRESIDENTE JOÃO SUASSUNA(PB, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"26";"0";"0";"0"
"SBKG";"PRESIDENTE JOÃO SUASSUNA(PB, BRASIL)";"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"44";"4,55";"4,76";"2,38"
"SBKG";"PRESIDENTE JOÃO SUASSUNA(PB, BRASIL)";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"17";"5,88";"0";"0"
"SBKP";"VIRACOPOS(SP, BRASIL)";"KFLL";"FORT LAUDERDALE-HOLLYWOOD INTERNATIONAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"33";"0";"12,12";"3,03"
"SBKP";"VIRACOPOS(SP, BRASIL)";"KMCO";"ORLANDO INTERNATIONAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"40";"2,5";"20,51";"0"
"SBKP";"VIRACOPOS(SP, BRASIL)";"LEMD";"ADOLFO SUÁREZ MADRID-BARAJAS AIRPORT(ESPANHA)";"21";"0";"33,33";"14,29"
"SBKP";"VIRACOPOS(SP, BRASIL)";"LFPO";"PARIS ORLY AIRPORT(FRANÇA)";"31";"0";"6,45";"0"
"SBKP";"VIRACOPOS(SP, BRASIL)";"LPPR";"PORTO(PORTUGAL)";"14";"0";"35,71";"21,43"
"SBKP";"VIRACOPOS(SP, BRASIL)";"LPPT";"LISBOA(PORTUGAL)";"51";"1,96";"22";"12"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SAME";"GOVERNOR FRANCISCO GABRIELLI INTERNATIONAL AIRPORT (EL PLUMERILLO INT´L)(ARGENTINA)";"13";"0";"7,69";"0"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SAZS";"SAN CARLOS DE BARILOCHE AIRPORT(ARGENTINA)";"22";"0";"9,09";"4,55"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SBAE";"AEROPORTO ESTADUAL DE BAURU-AREALVA / MOUSSA NAKHL TOBIAS(SP, BRASIL)";"31";"3,23";"6,67";"6,67"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SBAQ";"BARTOLOMEU DE GUSMÃO(SP, BRASIL)";"58";"13,79";"24";"10"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SBAR";"SANTA MARIA(SE, BRASIL)";"31";"0";"0";"0"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SBAT";"PILOTO OSVALDO MARQUES DIAS(MT, BRASIL)";"14";"0";"14,29";"14,29"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SBAU";"ESTADUAL DARIO GUARITA(SP, BRASIL)";"31";"0";"0";"0"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SBBE";"INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL)";"93";"0";"4,3";"2,15"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"177";"1,13";"2,29";"1,14"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SBCA";"ADALBERTO MENDES DA SILVA(PR, BRASIL)";"50";"4";"4,17";"0"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"295";"0";"6,44";"3,05"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SBCG";"CAMPO GRANDE(MS, BRASIL)";"97";"0";"5,15";"2,06"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SBCH";"SERAFIN ENOSS BERTASO(SC, BRASIL)";"50";"2";"6,12";"2,04"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SBCR";"CORUMBÁ(MS, BRASIL)";"17";"5,88";"0";"0"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SBCT";"AFONSO PENA(PR, BRASIL)";"176";"2,27";"6,98";"1,74"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SBCX";"REGIONAL HUGO CANTERGIANI(RS, BRASIL)";"31";"12,9";"7,41";"3,7"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SBCY";"MARECHAL RONDON(MT, BRASIL)";"146";"2,05";"6,29";"2,8"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SBDB";"BONITO(MS, BRASIL)";"14";"0";"14,29";"7,14"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SBDN";"PRESIDENTE PRUDENTE(SP, BRASIL)";"57";"0";"8,77";"5,26"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SBEG";"EDUARDO GOMES(AM, BRASIL)";"93";"0";"5,38";"2,15"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SBFI";"CATARATAS(PR, BRASIL)";"65";"0";"9,23";"6,15"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SBFL";"HERCÍLIO LUZ(SC, BRASIL)";"108";"0";"7,41";"2,78"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SBFZ";"PINTO MARTINS(CE, BRASIL)";"70";"0";"11,43";"7,14"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"194";"1,55";"5,76";"2,09"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SBGO";"SANTA GENOVEVA/GOIÂNIA(GO, BRASIL)";"147";"2,04";"6,25";"4,17"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SBIL";"BAHIA - JORGE AMADO(BA, BRASIL)";"31";"6,45";"3,45";"0"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SBJI";"JI-PARANÁ(RO, BRASIL)";"9";"0";"0";"0"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SBJP";"PRESIDENTE CASTRO PINTO(PB, BRASIL)";"33";"3,03";"3,13";"3,13"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SBJR";"JACAREPAGUÁ(RJ, BRASIL)";"76";"13,16";"12,12";"4,55"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SBJU";"ORLANDO BEZERRA DE MENEZES(CE, BRASIL)";"24";"0";"8,33";"4,17"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SBJV";"LAURO CARNEIRO DE LOYOLA(SC, BRASIL)";"58";"0";"3,45";"3,45"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SBLO";"GOVERNADOR JOSÉ RICHA(PR, BRASIL)";"47";"0";"4,26";"4,26"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SBMG";"SÍLVIO NAME JÚNIOR(PR, BRASIL)";"95";"1,05";"6,38";"2,13"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SBML";"FRANK MILOYE MILENKOVICH(SP, BRASIL)";"31";"0";"0";"0"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SBMO";"ZUMBI DOS PALMARES(AL, BRASIL)";"88";"0";"5,68";"3,41"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SBNF";"MINISTRO VICTOR KONDER(SC, BRASIL)";"119";"2,52";"7,76";"4,31"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SBPA";"SALGADO FILHO(RS, BRASIL)";"196";"2,55";"12,57";"6,28"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SBPF";"LAURO KURTZ(RS, BRASIL)";"31";"0";"9,68";"6,45"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SBPJ";"BRIGADEIRO LYSIAS RODRIGUES(TO, BRASIL)";"33";"0";"6,06";"6,06"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SBPK";"PELOTAS(RS, BRASIL)";"13";"7,69";"33,33";"16,67"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SBPL";"SENADOR NILO COELHO(PE, BRASIL)";"28";"0";"3,57";"0"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SBPO";"JUVENAL LOUREIRO CARDOSO(PR, BRASIL)";"17";"0";"0";"0"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SBPP";"PONTA PORÃ(MS, BRASIL)";"14";"7,14";"7,69";"7,69"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SBPS";"PORTO SEGURO(BA, BRASIL)";"97";"0";"4,12";"2,06"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SBRD";"RONDONÓPOLIS(MT, BRASIL)";"23";"0";"4,35";"4,35"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"199";"0,5";"4,55";"1,52"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SBRJ";"SANTOS DUMONT(RJ, BRASIL)";"222";"1,35";"3,65";"0,46"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SBRP";"LEITE LOPES(SP, BRASIL)";"116";"0,86";"2,61";"0,87"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SBSG";"GOVERNADOR ALUIZIO ALVES(RN, BRASIL)";"35";"0";"11,43";"11,43"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SBSI";"PRESIDENTE JOÃO BATISTA FIGUEIREDO(MT, BRASIL)";"31";"0";"0";"0"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SBSL";"MARECHAL CUNHA MACHADO(MA, BRASIL)";"32";"0";"3,13";"0"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SBSM";"SANTA MARIA(RS, BRASIL)";"17";"11,76";"20";"6,67"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SBSR";"PROFESSOR ERIBERTO MANOEL REINO(SP, BRASIL)";"128";"0,78";"2,36";"0,79"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"168";"0,6";"5,99";"2,99"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SBTE";"SENADOR PETRÔNIO PORTELLA(PI, BRASIL)";"31";"0";"3,23";"0"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SBUL";"TEN CEL AVIADOR CÉSAR BOMBONATO(MG, BRASIL)";"125";"0";"4,8";"1,6"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SBUR";"MÁRIO DE ALMEIDA FRANCO(MG, BRASIL)";"31";"0";"3,23";"3,23"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SBVH";"BRIGADEIRO CAMARÃO(RO, BRASIL)";"8";"0";"25";"12,5"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SBVT";"EURICO DE AGUIAR SALLES(ES, BRASIL)";"110";"1,82";"2,78";"0"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SBZM";"REGIONAL DA ZONA DA MATA(MG, BRASIL)";"31";"0";"0";"0"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SGAS";"SILVIO PETTIROSSI INTERNATIONAL AIRPORT(PARAGUAI)";"17";"0";"5,88";"0"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SIMK";"TENENTE LUND PRESETTO(SP, BRASIL)";"8";"0";"0";"0"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SNBA";"CHAFEI AMSEI (SBBT*)(SP, BRASIL)";"9";"22,22";"0";"0"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SNDV";"BRIGADEIRO CABRAL(MG, BRASIL)";"27";"3,7";"3,85";"0"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SSKW";"CACOAL(RO, BRASIL)";"9";"0";"0";"0"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SUMU";"CARRASCO GRAL. CESÁREO L. BERISSO INTERNATIONAL AIRPORT(URUGUAI)";"22";"4,55";"9,52";"4,76"
"SBLE";"HORÁCIO DE MATTOS(BA, BRASIL)";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"9";"11,11";"12,5";"0"
"SBLO";"GOVERNADOR JOSÉ RICHA(PR, BRASIL)";"SBCT";"AFONSO PENA(PR, BRASIL)";"58";"0";"6,9";"5,17"
"SBLO";"GOVERNADOR JOSÉ RICHA(PR, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"93";"0";"8,6";"1,08"
"SBLO";"GOVERNADOR JOSÉ RICHA(PR, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"47";"0";"4,26";"4,26"
"SBLO";"GOVERNADOR JOSÉ RICHA(PR, BRASIL)";"SBPS";"PORTO SEGURO(BA, BRASIL)";"4";"0";"0";"0"
"SBLO";"GOVERNADOR JOSÉ RICHA(PR, BRASIL)";"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"4";"0";"25";"0"
"SBLO";"GOVERNADOR JOSÉ RICHA(PR, BRASIL)";"SBSP";"CONGONHAS(SP, BRASIL)";"58";"0";"3,45";"1,72"
"SBMA";"JOÃO CORREA DA ROCHA(PA, BRASIL)";"SBBE";"INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL)";"58";"0";"3,45";"3,45"
"SBMA";"JOÃO CORREA DA ROCHA(PA, BRASIL)";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"58";"0";"0";"0"
"SBMA";"JOÃO CORREA DA ROCHA(PA, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"24";"0";"4,17";"0"
"SBMD";"MONTE DOURADO(PA, BRASIL)";"SBBE";"INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL)";"9";"0";"0";"0"
"SBMG";"SÍLVIO NAME JÚNIOR(PR, BRASIL)";"SBCT";"AFONSO PENA(PR, BRASIL)";"75";"8";"1,45";"0"
"SBMG";"SÍLVIO NAME JÚNIOR(PR, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"124";"1,61";"6,56";"0,82"
"SBMG";"SÍLVIO NAME JÚNIOR(PR, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"96";"1,04";"10,53";"6,32"
